Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-12-02 00:00:00+05:30,1908.0,1927.199951171875,1902.0,1913.9000244140625,789262,0.0,0.0
2025-12-03 00:00:00+05:30,1922.0,1934.0,1895.0999755859375,1912.5,1033164,0.0,0.0
2025-12-04 00:00:00+05:30,1922.0,1986.0,1917.800048828125,1966.199951171875,3120396,0.0,0.0
2025-12-05 00:00:00+05:30,1970.0,1988.199951171875,1957.0,1977.9000244140625,1822538,0.0,0.0
2025-12-08 00:00:00+05:30,1980.0,1989.699951171875,1940.0999755859375,1953.4000244140625,798208,0.0,0.0
