Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-12-11 10:15:00+05:30,1846.199951171875,1851.0,1843.699951171875,1845.5,36633,0.0,0.0
2025-12-11 10:30:00+05:30,1845.300048828125,1847.699951171875,1835.0,1836.0,26741,0.0,0.0
2025-12-11 10:45:00+05:30,1836.0999755859375,1839.0,1830.0999755859375,1830.0999755859375,17829,0.0,0.0
2025-12-11 11:00:00+05:30,1830.0999755859375,1834.0999755859375,1827.699951171875,1829.4000244140625,32918,0.0,0.0
2025-12-11 11:15:00+05:30,1829.0,1834.699951171875,1828.5999755859375,1830.0999755859375,22714,0.0,0.0
2025-12-11 11:30:00+05:30,1830.199951171875,1832.800048828125,1826.699951171875,1831.5,43581,0.0,0.0
2025-12-11 11:45:00+05:30,1831.0999755859375,1837.0,1830.0,1833.4000244140625,19981,0.0,0.0
2025-12-11 12:00:00+05:30,1833.4000244140625,1834.5,1830.0,1831.5999755859375,48518,0.0,0.0
2025-12-11 12:15:00+05:30,1832.0999755859375,1833.5,1828.0,1830.0999755859375,36320,0.0,0.0
2025-12-11 12:30:00+05:30,1830.0999755859375,1844.0,1829.199951171875,1843.9000244140625,80855,0.0,0.0
2025-12-11 12:45:00+05:30,1843.5,1845.0,1835.199951171875,1835.5,25407,0.0,0.0
2025-12-11 13:00:00+05:30,1835.4000244140625,1840.800048828125,1832.5999755859375,1835.800048828125,23537,0.0,0.0
2025-12-11 13:15:00+05:30,1835.9000244140625,1840.0,1835.9000244140625,1836.699951171875,12751,0.0,0.0
2025-12-11 13:30:00+05:30,1836.9000244140625,1842.5999755859375,1836.9000244140625,1839.0999755859375,16304,0.0,0.0
2025-12-11 13:45:00+05:30,1839.0,1841.0,1837.800048828125,1838.9000244140625,19376,0.0,0.0
2025-12-11 14:00:00+05:30,1838.5,1840.5,1835.0,1835.800048828125,16121,0.0,0.0
2025-12-11 14:15:00+05:30,1836.9000244140625,1840.800048828125,1836.300048828125,1839.4000244140625,16440,0.0,0.0
2025-12-11 14:30:00+05:30,1839.199951171875,1840.0,1832.300048828125,1833.0,26671,0.0,0.0
2025-12-11 14:45:00+05:30,1833.0,1838.300048828125,1832.4000244140625,1838.0999755859375,47254,0.0,0.0
2025-12-11 15:00:00+05:30,1840.699951171875,1846.5,1839.0999755859375,1840.199951171875,108469,0.0,0.0
2025-12-11 15:15:00+05:30,1840.199951171875,1841.5999755859375,1838.5,1841.0,136162,0.0,0.0
2025-12-12 09:15:00+05:30,1850.9000244140625,1850.9000244140625,1827.0,1837.5,37241,0.0,0.0
2025-12-12 09:30:00+05:30,1838.0,1841.0,1832.0999755859375,1837.5999755859375,30010,0.0,0.0
2025-12-12 09:45:00+05:30,1838.0,1841.699951171875,1835.0,1836.5,19880,0.0,0.0
2025-12-12 10:00:00+05:30,1836.5,1836.5,1829.0,1833.199951171875,24857,0.0,0.0
2025-12-12 10:15:00+05:30,1833.5999755859375,1834.9000244140625,1825.800048828125,1831.0,33849,0.0,0.0
2025-12-12 10:30:00+05:30,1831.0,1836.0,1828.0999755859375,1831.699951171875,34353,0.0,0.0
2025-12-12 10:45:00+05:30,1831.5999755859375,1834.9000244140625,1830.699951171875,1831.699951171875,17767,0.0,0.0
2025-12-12 11:00:00+05:30,1831.699951171875,1841.9000244140625,1831.699951171875,1840.199951171875,40024,0.0,0.0
2025-12-12 11:15:00+05:30,1840.800048828125,1843.9000244140625,1838.0,1843.800048828125,31468,0.0,0.0
2025-12-12 11:30:00+05:30,1843.9000244140625,1847.5999755859375,1840.0999755859375,1840.0999755859375,31572,0.0,0.0
2025-12-12 11:45:00+05:30,1840.0999755859375,1840.9000244140625,1837.0999755859375,1839.199951171875,9841,0.0,0.0
2025-12-12 12:00:00+05:30,1839.4000244140625,1842.699951171875,1834.0,1836.5999755859375,105829,0.0,0.0
2025-12-12 12:15:00+05:30,1836.5999755859375,1836.5999755859375,1833.5,1834.800048828125,59988,0.0,0.0
2025-12-12 12:30:00+05:30,1834.9000244140625,1836.0,1832.0,1833.5,29957,0.0,0.0
2025-12-12 12:45:00+05:30,1833.699951171875,1835.0,1830.5,1831.300048828125,48020,0.0,0.0
2025-12-12 13:00:00+05:30,1830.9000244140625,1836.9000244140625,1827.199951171875,1835.9000244140625,91349,0.0,0.0
2025-12-12 13:15:00+05:30,1836.0,1837.0,1832.4000244140625,1832.4000244140625,74705,0.0,0.0
2025-12-12 13:30:00+05:30,1832.4000244140625,1836.5999755859375,1831.5,1836.0,33612,0.0,0.0
2025-12-12 13:45:00+05:30,1836.0,1842.5999755859375,1835.699951171875,1839.5999755859375,61025,0.0,0.0
2025-12-12 14:00:00+05:30,1839.5999755859375,1847.0,1839.300048828125,1846.199951171875,51370,0.0,0.0
2025-12-12 14:15:00+05:30,1846.0999755859375,1849.699951171875,1845.0,1845.699951171875,62579,0.0,0.0
2025-12-12 14:30:00+05:30,1845.199951171875,1846.5,1845.0,1845.699951171875,39473,0.0,0.0
2025-12-12 14:45:00+05:30,1845.699951171875,1851.4000244140625,1845.0,1850.699951171875,43063,0.0,0.0
2025-12-12 15:00:00+05:30,1850.699951171875,1853.0999755859375,1846.800048828125,1852.0999755859375,143048,0.0,0.0
2025-12-12 15:15:00+05:30,1852.0,1854.4000244140625,1849.4000244140625,1852.199951171875,149870,0.0,0.0
2025-12-15 09:15:00+05:30,1864.0999755859375,1864.0999755859375,1845.0,1851.199951171875,33151,0.0,0.0
2025-12-15 09:30:00+05:30,1851.0999755859375,1853.0,1838.5,1839.0,26875,0.0,0.0
2025-12-15 09:45:00+05:30,1837.5,1850.199951171875,1835.5,1848.699951171875,21017,0.0,0.0
2025-12-15 10:00:00+05:30,1849.5,1849.9000244140625,1845.5,1848.800048828125,15443,0.0,0.0
2025-12-15 10:15:00+05:30,1848.300048828125,1855.0,1846.5999755859375,1855.0,22258,0.0,0.0
2025-12-15 10:30:00+05:30,1854.9000244140625,1861.5,1852.800048828125,1856.0999755859375,21688,0.0,0.0
2025-12-15 10:45:00+05:30,1856.300048828125,1872.0999755859375,1856.199951171875,1868.0,95401,0.0,0.0
2025-12-15 11:00:00+05:30,1867.9000244140625,1871.0,1862.300048828125,1865.5,28173,0.0,0.0
2025-12-15 11:15:00+05:30,1864.9000244140625,1867.199951171875,1862.300048828125,1865.5999755859375,18368,0.0,0.0
2025-12-15 11:30:00+05:30,1864.800048828125,1865.0,1858.0,1859.0,13335,0.0,0.0
