Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-12-09 09:15:00+05:30,1936.4000244140625,1937.300048828125,1882.199951171875,1883.0,126150,0.0,0.0
2025-12-09 09:30:00+05:30,1883.4000244140625,1887.699951171875,1869.0999755859375,1872.5999755859375,166751,0.0,0.0
2025-12-09 09:45:00+05:30,1872.5999755859375,1875.0,1865.5,1868.0,119709,0.0,0.0
2025-12-09 10:00:00+05:30,1868.300048828125,1875.0,1867.0999755859375,1872.699951171875,130529,0.0,0.0
2025-12-09 10:15:00+05:30,1872.5999755859375,1877.5,1870.4000244140625,1872.9000244140625,233862,0.0,0.0
2025-12-09 10:30:00+05:30,1873.199951171875,1875.9000244140625,1861.0,1862.4000244140625,82990,0.0,0.0
2025-12-09 10:45:00+05:30,1862.4000244140625,1866.5999755859375,1856.0999755859375,1862.800048828125,63117,0.0,0.0
2025-12-09 11:00:00+05:30,1863.9000244140625,1877.0,1863.9000244140625,1873.5,94411,0.0,0.0
2025-12-09 11:15:00+05:30,1873.0,1876.5,1870.800048828125,1872.0999755859375,56505,0.0,0.0
2025-12-09 11:30:00+05:30,1872.5999755859375,1873.5999755859375,1868.199951171875,1871.300048828125,40599,0.0,0.0
2025-12-09 11:45:00+05:30,1871.0,1876.199951171875,1870.300048828125,1875.5,24393,0.0,0.0
2025-12-09 12:00:00+05:30,1875.5,1877.699951171875,1872.5999755859375,1875.0,139284,0.0,0.0
2025-12-09 12:15:00+05:30,1875.0,1879.5,1871.5,1877.699951171875,127313,0.0,0.0
2025-12-09 12:30:00+05:30,1878.0,1879.0,1870.5,1874.0,48702,0.0,0.0
2025-12-09 12:45:00+05:30,1874.0,1875.699951171875,1867.800048828125,1871.199951171875,30776,0.0,0.0
2025-12-09 13:00:00+05:30,1870.9000244140625,1874.699951171875,1868.0999755859375,1873.0999755859375,21931,0.0,0.0
2025-12-09 13:15:00+05:30,1872.800048828125,1874.5999755859375,1868.0999755859375,1871.0,28334,0.0,0.0
2025-12-09 13:30:00+05:30,1871.5999755859375,1873.0,1869.300048828125,1870.300048828125,27572,0.0,0.0
2025-12-09 13:45:00+05:30,1870.300048828125,1882.800048828125,1869.9000244140625,1877.300048828125,41920,0.0,0.0
2025-12-09 14:00:00+05:30,1877.4000244140625,1878.300048828125,1872.5,1874.5,24521,0.0,0.0
2025-12-09 14:15:00+05:30,1874.699951171875,1875.199951171875,1870.0999755859375,1873.300048828125,28583,0.0,0.0
2025-12-09 14:30:00+05:30,1951.300048828125,1951.300048828125,1868.699951171875,1870.0,36733,0.0,0.0
2025-12-09 14:45:00+05:30,1870.0,1874.5,1868.0,1872.0,31856,0.0,0.0
2025-12-09 15:00:00+05:30,1873.4000244140625,1879.699951171875,1871.4000244140625,1873.699951171875,136334,0.0,0.0
2025-12-09 15:15:00+05:30,1873.0,1874.9000244140625,1869.0,1871.0999755859375,110825,0.0,0.0
2025-12-10 09:15:00+05:30,1877.199951171875,1889.0,1873.5,1882.5999755859375,46936,0.0,0.0
2025-12-10 09:30:00+05:30,1882.5999755859375,1884.0,1878.4000244140625,1880.300048828125,38383,0.0,0.0
2025-12-10 09:45:00+05:30,1880.4000244140625,1881.300048828125,1870.0,1870.199951171875,39432,0.0,0.0
2025-12-10 10:00:00+05:30,1870.699951171875,1876.4000244140625,1868.5999755859375,1876.0,21410,0.0,0.0
2025-12-10 10:15:00+05:30,1875.800048828125,1879.699951171875,1871.4000244140625,1876.5,25496,0.0,0.0
2025-12-10 10:30:00+05:30,1876.5,1876.9000244140625,1865.5999755859375,1865.5999755859375,20272,0.0,0.0
2025-12-10 10:45:00+05:30,1865.5999755859375,1867.0,1851.300048828125,1851.5,52960,0.0,0.0
2025-12-10 11:00:00+05:30,1851.5,1860.5,1849.9000244140625,1857.9000244140625,26740,0.0,0.0
2025-12-10 11:15:00+05:30,1858.0,1865.0,1857.199951171875,1859.5999755859375,18059,0.0,0.0
2025-12-10 11:30:00+05:30,1859.0,1860.5,1856.199951171875,1856.300048828125,9677,0.0,0.0
2025-12-10 11:45:00+05:30,1856.300048828125,1856.300048828125,1845.5,1850.0999755859375,249469,0.0,0.0
2025-12-10 12:00:00+05:30,1850.199951171875,1852.699951171875,1846.199951171875,1847.0999755859375,25698,0.0,0.0
2025-12-10 12:15:00+05:30,1847.5999755859375,1847.5999755859375,1838.300048828125,1839.0,32953,0.0,0.0
2025-12-10 12:30:00+05:30,1839.699951171875,1840.0,1834.9000244140625,1836.199951171875,29194,0.0,0.0
2025-12-10 12:45:00+05:30,1836.0,1836.5,1834.5,1835.0,17110,0.0,0.0
2025-12-10 13:00:00+05:30,1834.800048828125,1849.5999755859375,1834.300048828125,1848.0,66184,0.0,0.0
2025-12-10 13:15:00+05:30,1847.9000244140625,1849.800048828125,1845.0,1848.0,17835,0.0,0.0
2025-12-10 13:30:00+05:30,1849.0,1851.699951171875,1842.300048828125,1845.0999755859375,20964,0.0,0.0
2025-12-10 13:45:00+05:30,1845.0999755859375,1845.0999755859375,1838.199951171875,1839.199951171875,14470,0.0,0.0
2025-12-10 14:00:00+05:30,1839.800048828125,1843.5,1835.9000244140625,1840.800048828125,21749,0.0,0.0
2025-12-10 14:15:00+05:30,1840.199951171875,1841.4000244140625,1826.0999755859375,1827.5999755859375,46588,0.0,0.0
2025-12-10 14:30:00+05:30,1827.199951171875,1830.5,1819.0999755859375,1820.0,67070,0.0,0.0
2025-12-10 14:45:00+05:30,1820.0,1824.699951171875,1816.5999755859375,1820.0,48058,0.0,0.0
2025-12-10 15:00:00+05:30,1821.0,1825.699951171875,1817.0,1818.0999755859375,66792,0.0,0.0
2025-12-10 15:15:00+05:30,1818.5999755859375,1823.5,1816.199951171875,1823.4000244140625,92683,0.0,0.0
2025-12-11 09:15:00+05:30,1828.0,1863.300048828125,1823.9000244140625,1858.800048828125,134937,0.0,0.0
2025-12-11 09:30:00+05:30,1858.800048828125,1862.199951171875,1835.5999755859375,1841.0,151993,0.0,0.0
2025-12-11 09:45:00+05:30,1841.0,1843.699951171875,1827.0,1828.5,83359,0.0,0.0
2025-12-11 10:00:00+05:30,1828.5,1846.5,1827.4000244140625,1846.0,72096,0.0,0.0
